first_name,last_name,company,title,domain,email,phone,industry,country,linkedin_url
,,مصنع الجبيل للمنصات الخشبية,,actgroup.com.sa,bandar@actgroup.com.sa,0506133191,,Al Kharj,
,,Al-Jadawell Factory for the Manufacture of Agricultural Pumps and their Spare Parts,,hotmail.com,fahad_aljadawel@hotmail.com,0505409817,صنع الالات والمعدات غير المصنفة في موضع اخر,Al Kharj,
,,مصنع الجعيثن للصناعات الهندسية,,alalf.com,badr@alalf.com,0555557872,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,مصنع الجمعية التعاونية متعددة الاغراض للملابس الجاهزة,,gmail.com,mr.mahmoud2080@gmail.com,0554201971,صنع الملبوسات,Al Kharj,
,,Al-Kharaj National Factory for the Coal Production,,hotmail.com,mazroa1000@hotmail.com,0555441181,صنع فحم الكوك والمنتجات النفطية المكررة,Al Kharj,
,,مصنع الخط الخاص للبلوك والبلاط,,hotmail.com,alkatulkaas@hotmail.com,0508888888,الصناعات التحويلية الأخرى,Al Kharj,
,,Line Private Factory for Blocks and Marble,,hotmail.com,alkatulkaas@hotmail.com,0508888888,الصناعات التحويلية الأخرى,Al Kharj,
,,مصنع الخيمه للأعواد الخشبية,,hotmail.com,kmc1410h@hotmail.com,0504196019,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Al Kharj,
,,مصنع الفيء لإعادة تدوير منتجات الالبان,,alfaye.com,yazeed.akareem@alfaye.com,0506669176,الصناعات التحويلية الأخرى,Al Kharj,
,,مصنع الكامل العربي لصناعات الحديدية,,perfectarabia.com,rahman@perfectarabia.com,0555665775,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,مصنع الورق الابيض للصناعه,,yahoo.com,eslam_terais@yahoo.com,0553693777,صنع الورق ومنتجات الورق,Al Kharj,
,,Al-Manar Pipes Factory,,almoneefgroup.com,abdullah@almoneefgroup.com,0540300999,صنع منتجات المطاط والبلاستك,Al Kharj,
,,مصنع بدر بن عبدالمحسن بن سليمان للأجبان,,gmail.com,binsulaiman.est@gmail.com,0503344808,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع بلورات الكريستال للثلج,,gmail.com,hrh600@gmail.com,0547000850,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع بنانا للصناعات الخشبية,,bnana.biz,bnana@bnana.biz,0507819746,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Al Kharj,
,,مصنع بهجة الشرق للبلاستيك,,hotmail.com,alsharg11@hotmail.com,0532424343,صنع منتجات المطاط والبلاستك,Al Kharj,
,,مصنع تيما سلكا للصناعة,,sfac.com.sa,ceo@sfac.com.sa,0505416384,الصناعات التحويلية الأخرى,Al Kharj,
,,مصنع جمان النخيل للتمور والحلويات,,gmail.com,yousef.alkhaouti@gmail.com,0555201753,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع حديد الإنماء,,alinmasteel.com,osama@alinmasteel.com,0500447788,صنع الفلزات القاعدية,Al Kharj,
,,مصنع حصاد العربية للصناعات الغذائية,,gmail.com,malhnaif@gmail.com,0544616261,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع حمد مانع ال دويس لصناعة مجاري الهواء,,hotmail.com,hamadfactory@hotmail.com,0506794791,الصناعات التحويلية الأخرى,Al Kharj,
,,مصنع دالا للمياه,,dala.com.sa,aaf@dala.com.sa,0593022226,صنع المشروبات,Al Kharj,
,,Dania Al-Qetaf Factory for Packing and Packaging Materials,,gmail.com,vvip6996@gmail.com,0556040908,صنع منتجات المطاط والبلاستك,Al Kharj,
,,Dalyaa Thermal Insulation Factory,,gmail.com,gzeyad@gmail.com,0503281125,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Al Kharj,
,,مصنع رانية محمود الابي لزيت الزيتون,,ruknalhail.com,faheem@ruknalhail.com,0500667744,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع رقائق البطاطس للأغذية,,hotmail.com,sed4trade@hotmail.com,0544879929,,Al Kharj,
,,Qassim  Corner Factory for Biscuits & Sweets,,hotmail.com,hamtto999@hotmail.com,0504200833,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع سعود عبدالعزيز النومان للبلاستيك,,gmail.com,norapfn@gmail.com,0559990202,صنع منتجات المطاط والبلاستك,Al Kharj,
,,Sana Medical Factory,,yahoo.com,sana_pharma_est@yahoo.com,0501197285,صنع المنتجات الصيدلانية,Al Kharj,
,,مصنع سنابل الاغذية للصناعات,,yahoo.com,benyans1@yahoo.com,0554473736,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع سولار العربية الحديثة للطاقه,,sasicholding.com,naif@sasicholding.com,0546664111,صنع المعدات الكهربائية,Al Kharj,
,,مصنع شركة أبان الحديثة للكرتون,,gmail.com,abanpress5@gmail.com,0544717174,صنع الورق ومنتجات الورق,Al Kharj,
,,Al-Andalus Co. Factory for Paper Transfer,,yahoo.com,a920022221@yahoo.com,0507922221,صنع الورق ومنتجات الورق,Al Kharj,
,,مصنع شركة الغازات الصناعية السعودية,,linde.com,turki.albaqumi@linde.com,0559997951,صنع المواد الكيميائية والمنتجات الكيميائية,Al Kharj,
,,Joint Venture Company Factory for Metal Industries,,yahoo.com,upc5050@yahoo.com,0534188222,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,OCTAL Saudi Co. Factory for Plastics,,whitecase.com,malobaidallah@whitecase.com,966503242423,صنع منتجات المطاط والبلاستك,Al Kharj,
,,مصنع شركة جلادة العطاء للصناعة للقاحات الحيوانية,,yahoo.com,jaladahveterinary@yahoo.com,0500707746,صنع المنتجات الصيدلانية,Al Kharj,
,,Nakhlet El-Ataa Company Factory for Mineral products,,nakhletalataa.com,m.abuelkher@nakhletalataa.com,0535353533,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,مصنع صح للدهانات,,hotmail.com,alkatulkaas@hotmail.com,0508888888,الصناعات التحويلية الأخرى,Al Kharj,
,,Dfat Al-Karat  Water Factory,,yahoo.com,sleem5588@yahoo.com,0555663316,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع طلاع نايف الظفيري لمنتجات  الادوية  البيطيرية,,hotnail.com,talaa77@hotnail.com,0537561110,صنع المنتجات الصيدلانية,Al Kharj,
,,Abdullah Nasser El-Khereiji Sweets Factory,,hotmail.com,khriji@hotmail.com,0569240003,صناعة المنتجات الغذائية,Al Kharj,
,,Abdulaziz Mohamed Al-Habib Factory for Fiberglass and Acrylic,,gmail.com,fmh441@gmail.com,0555482789,صنع منتجات المعادن اللافلزية الأخرى,Al Kharj,
,,Abdullah Zaid Al-Askar Wipes Factory,,gmail.com,a.alaskar2016@gmail.com,0555100334,الصناعات التحويلية الأخرى,Al Kharj,
,,Arab Plastic Factory,,dala.com.sa,a.a.f@dala.com.sa,00966503244872,صنع منتجات المطاط والبلاستك,Al Kharj,
,,مصنع عقد الجوده للمنتجات البلاستيكيه والورقيه,,hotmail.com,mishal-aa-2010@hotmail.com,0554444061,صنع منتجات المطاط والبلاستك,Al Kharj,
,,مصنع عيسى بن صالح الصقر للفلين,,hotmail.com,pagneed20015@hotmail.com,0506465632,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Al Kharj,
,,مصنع فال التنمية للبلوك والخرسانة الجاهزة,,hotmail.com,faal-co@hotmail.com,0504228400,صنع منتجات المعادن اللافلزية الأخرى,Al Kharj,
,,مصنع كرتوني للورق,,hotmail.com,alkatulkaas@hotmail.com,0508888888,صنع الورق ومنتجات الورق,Al Kharj,
,,مصنع كرستال الدلم المميز,,hotmail.com,maa555@hotmail.com,0504580080,الصناعات التحويلية الأخرى,Al Kharj,
,,مصنع محمد عبدالعزيز العتيبي للتمور,,windowslive.com,ab151@windowslive.com,0505459735,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع محمد ناصر الفريدي للصناعات البلاستيكية,,yahoo.com,al_furidi@yahoo.com,0501111406,الصناعات التحويلية الأخرى,Al Kharj,
,,"Masaal Al-Beaya Factory for Sterilizers, Cosmetics, Medicines & Additives",,gmail.com,asyaad2009@gmail.com,0557155152,صنع المنتجات الصيدلانية,Al Kharj,
,,مصنع مشكاة الاتقان للصناعات المعدنية,,gmail.com,kbagazi@gmail.com,0554565610,صنع الالات والمعدات غير المصنفة في موضع اخر,Al Kharj,
,,Al-Madar Modern Factory for Metal Coating and Decoration,,hotmail.com,neworbitfactory@hotmail.com,00966502554466,صنع الفلزات القاعدية,Al Kharj,
,,مصنع موكب الخاص للاعمدة والجلفنه,,hotmail.com,alkatulkaas@hotmail.com,0508888888,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,مصنع مياة الخرج,,hotmail.com,alkatulkaas@hotmail.com,0508888888,صنع المشروبات,Al Kharj,
,,مصنع نور الفنون لمجاري تكييف الهواء,,yahoo.com,nouralfenoun28@yahoo.com,0503431261,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,مصنع هالة الإبتكار للالمنيوم,,gmail.com,aaljaedi@gmail.com,0504850319,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Al Kharj,
,,مصنع هاني دحام العنزي للأخشاب,,yahoo.com,hany.elanzi@yahoo.com,0557145550,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Al Kharj,
,,مصنع هيل وزعفران للحلويات,,gmail.com,bahar3630@gmail.com,0550392252,صناعة المنتجات الغذائية,Al Kharj,
,,مصنع يوسف سليمان البواردي للطاقة الشمسية,,outlook.sa,youseffactory2017@outlook.sa,0545149119,صنع المعدات الكهربائية,Al Kharj,
,,مؤسسة زاد اليمامه للتجارة,,hotmail.com,almdgot@hotmail.com,00966555558718,,Al Kharj,
,,مؤسسة غالي عبدالله السبيعي للمواد الغذائية,,hotmail.com,thamer.7@hotmail.com,00966540309050,,Al Kharj,
,,مؤسسة كيان الخير التجاريه,,kaiian.com,khaled.aljeathen@kaiian.com,0555106726,صنع منتجات المطاط والبلاستك,Al Kharj,
,,National Commercial Bank,,alahli.com,014122@alahli.com,0542053368,أخرى,Dammam,
,,Saudi Hollandi Bank (SHB),,alawwalbank.com,aalmoemen@alawwalbank.com,0550001812,أخرى,Dammam,
,,Saudi British Bank - SABB,,sabb.com,khalilkalhumaid@sabb.com,0553779973,أخرى,Dammam,
,,Arab National Bank (ANB),,and.com.sa,moatazalmulla@and.com.sa,0544440030,أخرى,Dammam,
,,Saudi Road Coating Co.,,romac-nrs.com.sa,romac@romac-nrs.com.sa,0505461609,أخرى,Dammam,
,,Saudi Wire Pipes Coating Co.,,s3c.com.sa,sales@s3c.com.sa,0554550724,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Saudi Specialized Laboratories Company - Motabaqah,,motabaqah.com,aalqarni@motabaqah.com,0507370471,أخرى,Dammam,
,,الشركة السعوديه لخدمات السيارات والمعدات ( ساسكو ),,sasco.com.sa,hassann@sasco.com.sa,0504912262,,Dammam,
,,Al-Sharqiya Carton Manufacturing Factory - Esernbak,,easternpak.com,samer.antonios@easternpak.com,0567257437,صنع منتجات المطاط والبلاستك,Dammam,
,,Arabian Paper Products Company (APPCO),,oshco.com,ks.yakub@oshco.com,0504995501,صنع الورق ومنتجات الورق,Dammam,
,,Arabian Sealants Co. Ltd.,,arabianseals.com,halsheikh@arabianseals.com,0505864160,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,National Road Studs Factory,,hotmail.com,vip.cx9@hotmail.com,0553843393,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,House of Engineering and Technical Services,,etscononcultants.com,aga@etscononcultants.com,0555805888,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Etihad Atheeb Telecom Company,,go.com.sa,f.almurshed@go.com.sa,0555207092,أخرى,Dammam,
,,شركة ارمسال الزامل الشرق الاوسط المحدودة,,zamilindustrial.com,ramzi@zamilindustrial.com,0555932328,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Al-Tayyar Commercial Center,,hotmail.com,al-tayar@hotmail.com,0568102000,أخرى,Dammam,
,,شركة المقصد الفندقية,,rezidorparkinn.com,saad.alsaleh@rezidorparkinn.com,0555997717,,Dammam,
,,"Saudi Arabia Nets Industry Co., Ltd.",,saudichainlinkfence.com.sa,info@saudichainlinkfence.com.sa,0505829550,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,RPM Saudi Arabia Company,,stoncor-me.com,info.rpmksa@stoncor-me.com,0559655224,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Continental Can Corporation Saudi Arabia,,eur.crowncork.com,riyadh.alrojaib@eur.crowncork.com,0565587177,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Electrical Control Systems Factory Co.,,hawaepbf.com,oday@hawaepbf.com,0503820213,صنع المعدات الكهربائية,Dammam,
,,Colgate-Palmolive Arabia Factory Co.,,olayangroup.com,mh.alkadi@olayangroup.com,0505873040,أخرى,Dammam,
,,فرع شركة أولدرلي,,alderley.com,ashgar@alderley.com,0509428274,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Baghlaf Al Zafer Factory for Processing Steel & Metals,,bazsteel.com,tarigmohd@bazsteel.com,0558440144,الصناعات التحويلية الأخرى,Dammam,
,,فرع شركة دربي الدولية للقهوه المحدودة,,derbycoffee.com,mhassan@derbycoffee.com,0593337077,,Dammam,
,,Farabi Dispensary,,faraby.net,ali.saffar@faraby.net,0504988273,,Dammam,
,,Salman Mohamed Hassan Al-Jashi,,salmangroup.com,hussain.alnasser@salmangroup.com,0553780822,أخرى,Dammam,
,,مصرف الإنماء,,alinma.com,aaghamdi@alinma.com,0563996689,,Dammam,
,,مصنع  شركة خدمات الإصلاح الميكانيكي المتخصصة,,zamilts.com,omar.bowshal@zamilts.com,0561173322,الصناعات التحويلية الأخرى,Dammam,
,,Al-Eatimad Al-Saudi Aluminium Factory,,yahoo.ca,haythm21@yahoo.ca,0502684944,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Al-Thabit Door Factory,,althabitdoors.com.sa,althabit@althabitdoors.com.sa,0541777111,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Al-Joaib Plastic and Packing Factory,,joaib.com,khalifas@joaib.com,0535225511,صنع منتجات المطاط والبلاستك,Dammam,
,,مصنع الشركة السعودية لطلاء انابيب الاسلاك الكهربائية,,s3c.com.sa,bandar.al-hayeti@s3c.com.sa,0541520693,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Al-Shamrani Metal Industries Factory,,hotmail.com,bamosa2001@hotmail.com,0535521792,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Al Otaibi factory for the production of Exhaust,,osfco.com,osco@osfco.com,0505848905,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Al Faisal Fish Factory,,gmail.com,alfaisalfisheriescompany@gmail.com,0504633784,صناعة المنتجات الغذائية,Dammam,
,,Al-Hadiyan Factory for Plastic Products,,hadiyan.com,info@hadiyan.com,0555814974,صنع منتجات المطاط والبلاستك,Dammam,
,,Saber Factory for Aluminium and Patterned Glass,,hotmail.com,saber_grp@hotmail.com,0506027432,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,مصنع شركة الشرق الاوسط الهندسية المحدودة,,al-tamimi.com,ashuaibi@al-tamimi.com,0565557788,,Dammam,
,,Hawa Factory for Electrical Distribution Boards,,hawaepbf.com,info@hawaepbf.com,0551172486,صنع المعدات الكهربائية,Dammam,
,,مصنع شركة علي عبدالله التميمي لصناعة فلاتر الهواء,,tco.com.sa,aalwazzan@tco.com.sa,0507040044,,Dammam,
,,Al-Sharqiya Morris Factory for Cranes,,zamilts.com,omar.bowshal@zamilts.com,0561173322,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Technical Sealants Company Limited,,technicalseal.com.sa,s.alhadrami@technicalseal.com.sa,0535137513,صنع منتجات المطاط والبلاستك,Dammam,
,,Saber Factory for Aluminium and Patterned Glass,,hotmail.com,saber_grp@hotmail.com,0506027432,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,Tara Toothbrush Factory,,hotmail.com,adamzayani@hotmail.com,0550931951,صنع منتجات المطاط والبلاستك,Dammam,
,,مصنع فرع شركة مجموعة البنوي لصناعة التغليف المحدودة,,tigind.com,szahrani@tigind.com,0563506250,,Dammam,
,,Negm El-Zamil Factory for Foods,,yahoo.com,najimzamil@yahoo.com,0505828532,صناعة المنتجات الغذائية,Dammam,
,,Zamil Higher Institute for Industrial Training,,zamilindustrial.com,mohamed@zamilindustrial.com,0557200795,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Ragaa Abdullah Mussallam Al-Herz,,salmangroup.com,hussain.alnasser@salmangroup.com,0503822962,أخرى,Dammam,
,,Remal Al-Samal Est. for Projects,,gmail.com,abusarah2000@gmail.com,0505822000,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,castolin eutectic saudi company,,moushegah.com,moushegah@moushegah.com,0505809474,,Dammam,
,,Saudi Formica Sheets Company,,rakco.com.sa,hr@rakco.com.sa,0505800544,صنع الورق ومنتجات الورق,Dammam,
,,Saudi Co. for Foam Plates Industries,,saudipack.com.sa,spak@saudipack.com.sa,0564141477,صنع منتجات المطاط والبلاستك,Dammam,
,,National Company for Sulphur Products,,rawabi.com.sa,idaili@rawabi.com.sa,0505259898,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Global Pharmaceutical Laboratory,,gmail.com,kalrefaey@gmail.com,0505815166,صنع المنتجات الصيدلانية,Dammam,
,,Saudi International Industrial Petrochemical Factory for Chemicals,,yahoo.com,satic-mail@yahoo.com,0504800882,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,المصنع العصري للمنتجات الغذائية,,yahoo.com,ali-alshowiki@yahoo.com,0597802244,صناعة المنتجات الغذائية,Dammam,
,,المصنع الوطني لفتحات وفلاتر التكييف المركزي,,refhouse.com,akh@refhouse.com,0505217750,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,سعد علي العيسى للصمامات الصناعية,,saadalessa.com,m.ellaz@saadalessa.com,0597474404,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,شركـة ركـن القصــيم للتجارة والمقاولات,,hotmail.com,hamtto999@hotmail.com,0504200833,صناعة المنتجات الغذائية,Dammam,
,,شركة  خدمات تقنية حماية البيئة للتجارة والمقاولات,,hotmail.com,abuyasser01@hotmail.com,0505865513,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,شركة اجواء سنام المحدودة,,hotmail.com,sanam.u@hotmail.com,0530943939,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,شركة أسامة أحمد زيني للمقاولات,,ozest.com,mikdad.mohilladean@ozest.com,0504813697,,Dammam,
,,شركة أضواء الفريد للصناعة,,gmail.com,ehabalaama@gmail.com,0505866352,الصناعات التحويلية الأخرى,Dammam,
,,شركة الاعمدة الاوروبية السعودية المحدودة,,europoles.com,saad.serghini@europoles.com,00966537933839,صنع منتجات المعادن اللافلزية الأخرى,Dammam,
,,Al-Baroun Al-Arab Co. for Industrial Works,,hotmail.com,eng.aha89@hotmail.com,0505803810,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,شركة الحفر والانتاج لكيميائيات البترول,,al-jazeerapaints.com,asulaiman@al-jazeerapaints.com,0555100939,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Electronic and Electrical Industries Corporation,,arabianqudra.com,a.albedaie@arabianqudra.com,0507704720,صنع المعدات الكهربائية,Dammam,
,,شركة الغيث للتورديات وخدمات حقول النفط المحدودة,,alghaith.co.ae,pro@alghaith.co.ae,0503986662,,Dammam,
,,شركة اينرأويل أوفشور دريلينج السعودية,,eneroiloffshore.com,saudi@eneroiloffshore.com,0591194548,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,شركة بي آند آر الخليج,,kfbgroup.com.sa,abdullah.alkhenaifer@kfbgroup.com.sa,0505424951,صنع المعدات الكهربائية,Dammam,
,,شركة تقنية الكسوة الصناعية,,cladtek.com,najeeb.alali@cladtek.com,0507978795,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Toray Membrane Middle East Factory,,toray-tmme.com,mohammed.quwaie@toray-tmme.com,0506814420,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Saudi 3M Co. Factory for Technology and Industry,,mmm.com,saalziyady@mmm.com,0503564122,الصناعات التحويلية الأخرى,Dammam,
,,"Joda Medical Sciences  Co., Ltd.",,qms.com.sa,m.ayesh@qms.com.sa,0541113618,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,GFC Arab Co. Ltd.,,gmail.com,aobad.ge@gmail.com,0569888833,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Services & Piping Techniques  Company,,pipetechs.com,alrashid@pipetechs.com,0509000794,صنع الحواسيب والمنتجات الإلكترونية والبصرية,Dammam,
,,شركة روابي للنفط والغاز,,rawabiholding.com,jafar.alyousef@rawabiholding.com,0500027049,,Dammam,
,,شركة روابي يونايتد سيفتي سرفيسز المحدودة,,rawabiholding.com,jafar.alyousef@rawabiholding.com,0500027049,,Dammam,
,,شركة سند الاكياس التجارية,,arsh.sa,as@arsh.sa,0555889889,صنع المنسوجات,Dammam,
,,شركة صانع العصيرات التجارية,,signaturejf.com,ahmed.khamees@signaturejf.com,0549933147,صنع المشروبات,Dammam,
,,شركة عبدالله ابراهيم محمد السبيعي - أيمز القابضة,,gmail.com,mshallali@gmail.com,0505848535,,Dammam,
,,شركة فهد عبدالعزيز الخالدي وشريكة,,fkgcco.com,admin@fkgcco.com,00966555815399,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,"Qirtas Gulf Paper Industry Co., Ltd.",,alojaimi.com,badran.albadran@alojaimi.com,0566662604,صنع الورق ومنتجات الورق,Dammam,
,,شركة كسب العالمية لخدمات الطاقة,,kasabint.com,info@kasabint.com,0505881452,صنع الملبوسات,Dammam,
,,Medad Chemicals Company Limited,,midadholdings.com,sleemur@midadholdings.com,0503888406,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Mozhela Factories for Detergents Inc.,,hotmail.com,abo_rakan2020@hotmail.com,0503086666,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Adaa Al-Maden Factory Company for Chemicals,,gmail.com,binhamim2@gmail.com,0558882928,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,شركة مصنع الاتحاد للمكثفات,,unioncoil.com.sa,info@unioncoil.com.sa,0505814762,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,شركة مصنع الانابيب المدعمة السعودي للصناعة (شركة شخص واحد),,apc-saudi.com,m.alakkad@apc-saudi.com,0505312923,صنع منتجات المطاط والبلاستك,Dammam,
,,شركة مصنع الثريا أضاءة المستقبل للصناعة,,hotmail.com,talatkayen@hotmail.com,0505813200,صنع المعدات الكهربائية,Dammam,
,,Sema Industrial Co. Factory for Polystyrene,,alrashed.com,ahmed.abusaleh@alrashed.com,0500009333,صنع منتجات المطاط والبلاستك,Dammam,
,,Aman Al-Sharqiya Factory Co. Ltd.,,escofactory.com,mohsmed.adel@escofactory.com,0550560775,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,Al-Shabak Al-Madani Filters Factory,,dynamicoiltools.com,jarallah.alyami@dynamicoiltools.com,0565859320,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Saudi Arabia Medal Company Limited for Cables,,alg.com.sa,ibrahim.alabdullatif@alg.com.sa,0500460046,الصناعات التحويلية الأخرى,Dammam,
,,شركة ويسترنجيكو العربية السعودية المحدودة,,slb.com,mhamim@slb.com,0558882928,صنع الالات والمعدات غير المصنفة في موضع اخر,Dammam,
,,فرع شركة الحضارة للصناعات الخشبية,,hadarawood.com,m.alashi@hadarawood.com,0505875893,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Dammam,
,,فرع شركة بليس اناند امريكا ال ال سي,,blissanandusa.com,ksa@blissanandusa.com,0592246877,صنع المعدات الكهربائية,Dammam,
,,فرع شركة حمية التغذية التجارية,,hotmail.com,mohd-alz@hotmail.com,0562915444,صناعة المنتجات الغذائية,Dammam,
,,مصنع  شركة الاستثمار الخليجية للأغذية,,gmail.com,nader.galal312@gmail.com,00966535122111,صناعة المنتجات الغذائية,Dammam,
,,مصنع  شركة الأماكن الخليجية للغازات الصناعية,,aicco.com.sa,abed.khader@aicco.com.sa,0593255805,صنع فحم الكوك والمنتجات النفطية المكررة,Dammam,
,,مصنع  شركة الترا للخدمات الصناعية للفلاتر,,ucsme.com,hosam.aziz@ucsme.com,0541907440,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,مصنع  شركة ان او في العربية السعودية المحدودة,,nov.com,ahmed.alshayeb@nov.com,00966555226105,الصناعات التحويلية الأخرى,Dammam,
,,مصنع  شركة حلول طلاء الأنابيب المحدودة,,q3group.com,yasser.alqahtani@q3group.com,0554922822,الصناعات التحويلية الأخرى,Dammam,
,,مصنع  عبدالله عيد الرشيدي للمنتجات الحديدية,,hotmail.com,kteel_areem@hotmail.com,0569077797,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,مصنع  مسفر زابن القحطاني لصناعات الفايبرجلاس,,mzqcontracting.com,m.qahtani@mzqcontracting.com,0505804274,صنع المواد الكيميائية والمنتجات الكيميائية,Dammam,
,,Ahmed Abdulkarim Al-Nasr Factory for Industrial Equipment Spare Parts,,outlook.sa,naseralshmary@outlook.sa,0504987683,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,مصنع ارتقاء الشرقية  للمنتجات البلاستيكية,,hotmail.com,bagashi06@hotmail.com,0548055555,الصناعات التحويلية الأخرى,Dammam,
,,Arkan Al-Owla Factory for Iron Industries,,gmail.com,khalid6060alyami@gmail.com,0504496060,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,مصنع ازدهار الطاقة للمنتجات المعدنية,,woodserv.com,mehdi.youssef@woodserv.com,0543289970,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Aswaq Al-Zahra Factory for the Production of Adhesive Tapes,,hotmail.com,sss_55_@hotmail.com,0505856268,صنع منتجات المطاط والبلاستك,Dammam,
,,مصنع أكياس الحديث للمنتجات البلاستيكية,,gmail.com,modplast83@gmail.com,0550919338,صنع منتجات المطاط والبلاستك,Dammam,
,,Al-Ofoq Factory for Plastic Ropes,,gmail.com,broker.ahmed@gmail.com,00966582868886,صنع منتجات المطاط والبلاستك,Dammam,
,,Al Babtain Tower and Steel structural Factory,,al-babtain.com.sa,kaha-yami@al-babtain.com.sa,0503887101,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Dammam,
,,Al-Teknia Al-Senaaia Middle East Factory for Cartons,,hotmail.com,ahmadkfupm@hotmail.com,0505801475,صنع الورق ومنتجات الورق,Dammam,
,,مصنع الحياة المتطورة للكيماويات,,alhayatdev.com,abed@alhayatdev.com,0593905011,,Dammam,
